track_id,tempo,energy,danceability,valence,acousticness,instrumentalness,liveness,speechiness,loudness,duration_ms,genre,artist_id,popularity
track_0000000,113.5795743018567,0.6701622301908687,0.5800294329820995,0.7286754782707155,0.40996358994973076,0.27562385086880764,0.5043351935647411,0.1897773170234902,-3.4199637358713497,297267,electronic,artist_00000,31.98741279523589
track_0000001,145.60716454448476,0.24415762585535208,0.6238899367546141,0.7439792055719434,0.48563855231841946,0.11889490500520135,0.053744846135670155,0.34181614522764264,-7.8308889759669125,248452,pop,artist_00001,13.220125631540835
track_0000002,79.4369092450562,0.6144766130050705,0.29523557713685095,0.8358382003586741,0.3652490501679142,0.11025693392295735,0.5937086447652343,0.21252281087453465,-1.0008208823499265,376116,pop,artist_00002,5.043124300054059
track_0000003,128.52470880692834,0.9590431884524435,0.3240503810199178,0.32409451890550595,0.3079078814322959,0.4353835855811714,0.17064033572532092,0.07279595853660152,-4.96568464869563,462040,jazz,artist_00003,21.653828506499853
track_0000004,120.63928341023583,0.7316330983554644,0.7351822509812082,0.6222613993536807,0.3561309648908961,0.2891544893898354,0.20113111905963382,0.17048008774786907,-12.432394026079809,285055,pop,artist_00004,35.54269833003049
track_0000005,84.72873673985544,0.22935406248557313,0.32295167057008733,0.5791486180790748,0.1351578948941688,0.17266438593108682,0.24284944289210042,0.07277586669081398,-11.853151862093283,422046,jazz,artist_00005,30.639595672316933
track_0000006,77.28741801078732,0.44339475999241046,0.4394530097911523,0.44935585222584307,0.40012312565693053,0.1866079647459905,0.1241149308531468,0.144334341478851,-9.203921446291137,279844,metal,artist_00006,65.38455011343788
track_0000007,145.25862507353943,0.37168858861056536,0.7530920156777542,0.18092041418695157,0.2509777833804306,0.10071476419058543,0.12437475228468754,0.0640106124162394,-1.7254671727623938,165715,rock,artist_00007,27.81938609184726
track_0000008,144.06976725876734,0.4354516134060424,0.5159838540049424,0.5821391693604914,0.1298853842611861,0.03125016402893511,0.520405508827906,0.12414326009966149,-3.863368189254621,346084,r&b,artist_00008,48.56140074818767
track_0000009,124.31396074085897,0.3712869319912254,0.6749581608354093,0.6370954804534859,0.22456990899932788,0.046638147861771326,0.04146719604225757,0.17229859254893168,-6.47493202555776,241554,country,artist_00009,29.35670708479798
track_0000010,162.9164444113681,0.5559700930781972,0.7710326692069294,0.45558736106270975,0.8166372762386892,0.09238104133189201,0.07985221509511424,0.3545176472166976,-11.15629651787692,286694,pop,artist_00010,54.38819640966079
track_0000011,131.02420454653173,0.6471253244009291,0.8077559499265111,0.317851900083084,0.04564676774154088,0.04130720693981152,0.36326684083573074,0.1896345867736804,-16.31564231152414,271763,metal,artist_00011,12.857674186121004
track_0000012,151.24513298528038,0.11029450608615923,0.6989496627256565,0.5654564485117298,0.060629577568580575,0.2119943395870937,0.03054036230676387,0.1621704000655931,-7.107852973582725,148001,pop,artist_00012,8.089702340800068
track_0000013,130.50811467961302,0.1181124216799031,0.8987355228684185,0.7704780264068317,0.5624832824614012,0.10469153534949398,0.16265883980011886,0.06415478948915326,-4.278606614904557,293207,jazz,artist_00013,39.638955965280175
track_0000014,113.1047608599502,0.5188626815681572,0.36113769993629713,0.33366542876201777,0.588525064611373,0.009054300646228827,0.15750666452111958,0.11028146950366338,-7.13683649943469,160252,electronic,artist_00014,28.883254504029253
track_0000015,93.56171871416645,0.3209946750223812,0.2561581841855686,0.2778379977099562,0.20901859042333526,0.018222397499507565,0.03484517693114698,0.03697013138207276,-1.340285343105596,175878,classical,artist_00015,27.904679030707698
track_0000016,104.91409362743093,0.2637026246024612,0.2755184795270288,0.23200791745935304,0.04867993277739183,0.15493280723235073,0.5352535959018055,0.16029692363701573,-6.735767824712178,222283,rock,artist_00016,21.772869400519497
track_0000017,113.57194321881954,0.8479863062614286,0.7997643381727727,0.31735897864354046,0.6766556063403786,0.22198234315732118,0.2251580672049294,0.06078894552209078,-12.167701731978578,456267,electronic,artist_00017,16.979746212474492
track_0000018,154.07882755266763,0.4717529098097686,0.39231151397507463,0.8562709626065667,0.530398069838068,0.23088635722655496,0.16684089904414864,0.11915655688885832,-4.611703733777929,228095,classical,artist_00018,26.576890025775285
track_0000019,139.2479889632416,0.7106918539387882,0.5193150663401839,0.2197038042306336,0.5969408821646077,0.2307722268757654,0.07894896564594403,0.03284144281767564,-9.381040028193844,391731,indie,artist_00019,51.90736484521579
track_0000020,128.2579767060654,0.6973740769633697,0.5042841974359272,0.44564931189372126,0.3604291066109,0.3979068693238713,0.13003325443084382,0.06603028758841352,-13.52792756429659,279386,classical,artist_00020,31.555535192552565
track_0000021,141.75024768910185,0.5704769081650033,0.9692529762549743,0.8869735964513322,0.8059730292194216,0.09772388385205902,0.46547002163967516,0.14948309238603075,-6.198904688102797,374268,r&b,artist_00021,33.23410419632733
track_0000022,133.18459289231205,0.6481764963240274,0.9527088097188986,0.16617353869017162,0.49508007269220317,0.39409832500103625,0.13920746668035083,0.09214432508324741,-8.76310160142791,439143,country,artist_00022,71.00421608292008
track_0000023,126.54844027767066,0.19208552459442313,0.752393896648955,0.11517265014118191,0.5469319104031647,0.04942743469464834,0.25243897314639524,0.07536617557173321,-7.750506829070048,247922,electronic,artist_00023,21.076674257922097
track_0000024,82.53351496232614,0.31262538934877576,0.40124352307517913,0.521275108551585,0.13665099580095574,0.2554108765004657,0.19734841202541295,0.06274455470631109,-8.210180073346992,370611,indie,artist_00024,19.03970696584327
track_0000025,148.47893932154193,0.3204082610094994,0.46236447583159,0.5366187995244277,0.4341627997124237,0.2594981690830213,0.4304514112237496,0.0792991035039006,-6.566239625018102,409918,indie,artist_00025,42.86159134922146
track_0000026,108.5372038118381,0.10471891525900608,0.31237457069687913,0.6474522161054903,0.6669909635887642,0.13056489945344205,0.05400044053974303,0.08162654119126711,-3.00860627201744,380708,hip-hop,artist_00026,28.590943638067262
track_0000027,147.2135069405636,0.4510363288566003,0.8296536258565476,0.2360964837845093,0.3462814226880539,0.11223511806297588,0.2767198599757728,0.06194395547780613,-8.939482401866991,169567,classical,artist_00027,23.081858348135757
track_0000028,149.63025728777222,0.5004119708364543,0.3500607375893236,0.16898548762959345,0.3330350004046358,0.4500185460172747,0.12887744776696924,0.33462261665196363,-2.4731071427463185,307059,rock,artist_00028,9.630817660055728
track_0000029,103.24902016111633,0.3581800337959574,0.5685410719153953,0.7594785479534437,0.24007342696114498,0.08387998178541502,0.25865541768637185,0.056758243392109185,-7.583595561864412,341010,rock,artist_00029,32.50602459592732
track_0000030,143.74290201489845,0.8391464615522397,0.7023550707105055,0.223573895771633,0.6171283436714885,0.6285229727284969,0.2416680268775084,0.022851407078384903,-7.995308319718655,354990,electronic,artist_00030,6.119028908571277
track_0000031,110.97531301860255,0.4103469972417789,0.5149620926501328,0.8939696900283459,0.04924492805528565,0.27576884752674213,0.6875691179805086,0.3223541655678743,-17.63318973717113,373871,metal,artist_00031,31.810321613305142
track_0000032,111.1241918088319,0.14740202158627974,0.6589440897484848,0.3128285960645454,0.1953439280422331,0.10943930522517044,0.2037839438713339,0.09259613442308072,-10.173943717065622,416771,jazz,artist_00032,24.249162741616896
track_0000033,126.43683086456645,0.9355172673358204,0.7256555436891501,0.48694015071827446,0.10442640249278531,0.12771160011376623,0.09777373744827221,0.05131952684416927,-1.8619618185196547,469829,metal,artist_00033,17.336068119611152
track_0000034,127.1118147292385,0.8863418353810788,0.15660292246170393,0.7098721866882004,0.4531831616325019,0.12173908019433398,0.12109315582874576,0.05621467943073226,-6.409527381149639,398828,pop,artist_00034,74.65511434664027
track_0000035,120.9637878837723,0.20641354408694354,0.5307608201857682,0.5438423439370212,0.18307790476432387,0.3302374389506101,0.04089114213087919,0.10251411857981821,-12.236290468327239,420187,electronic,artist_00035,31.406077638998305
track_0000036,86.64279961110108,0.5244486580074195,0.3142025311031605,0.48608588740223463,0.3761885703737741,0.15552964550947737,0.037301832652340765,0.07334013966453269,-16.530893955785704,194080,indie,artist_00036,32.559504219428035
track_0000037,116.96383401289151,0.5116335852066102,0.6882805105556128,0.031125978136886633,0.5673351489898705,0.06800199558719679,0.2592458119961094,0.13452505760267428,-18.98481533027379,455769,pop,artist_00037,30.008103088712634
track_0000038,176.96196820471016,0.5129731419789828,0.6315697306023902,0.41025368069680773,0.8359939381135013,0.05375678573212964,0.24114742146648568,0.0766397289534185,-9.124422647125613,443899,r&b,artist_00038,6.6353451231243
track_0000039,60.0,0.40221475082480307,0.5096878986980222,0.5625933693234183,0.1331558392210776,0.16703719134628503,0.14867579849213233,0.24391920900600217,-12.653293401336331,373829,pop,artist_00039,11.821483311202288
track_0000040,141.74351100571033,0.49839593273641325,0.8203569423994651,0.509545562426833,0.713203670464428,0.5471196455462539,0.1771027651132048,0.19497808592591048,0.0,208051,classical,artist_00040,16.009348000935386
track_0000041,146.4281233339077,0.6383850541596032,0.9801144642640605,0.528145982716261,0.5853895644092516,0.11944389012968264,0.682236137445757,0.30461132855221157,-7.550720429884467,257216,country,artist_00041,62.26242753663266
track_0000042,86.04130701784621,0.6650174494662293,0.5357519928676233,0.8795851493630253,0.47444661713241504,0.30130245170054804,0.6865184454500555,0.07936593940706993,-8.790664146069268,446225,rock,artist_00042,14.07868733736499
track_0000043,108.26402716476134,0.5909544019993904,0.1877102899618826,0.27833460183880143,0.323715208960337,0.1594799267723197,0.24805032401209687,0.2665673551796624,-2.036205483982206,311503,pop,artist_00043,50.56725414132232
track_0000044,94.98207105141638,0.7333137648636229,0.39180896648617347,0.39822300430498325,0.30414450088415507,0.00977323926017753,0.44069186169494823,0.12114597993749479,-11.845091284141281,424279,pop,artist_00044,46.20791672202619
track_0000045,166.34913443279697,0.5011783820956899,0.35759040275593434,0.3851236272712395,0.3993502637349346,0.03086240413944628,0.10404286605206105,0.01510827409312581,-8.185778747404878,249554,electronic,artist_00045,33.16388696749888
track_0000046,147.57563166944456,0.7511854003702594,0.7934313313864202,0.26501257859600347,0.22529124886594215,0.08243235582238782,0.09471770720762702,0.0497451350114099,-11.495839662765475,337841,pop,artist_00046,44.718153381551964
track_0000047,148.7856343616183,0.6595981533707362,0.25343116740010596,0.3075100034904579,0.07080064639292376,0.33324386578584253,0.47851875005345984,0.07728410817615652,-4.050206951539736,326267,electronic,artist_00047,23.906660150509015
track_0000048,123.01618064986988,0.4100451809120554,0.43865556272268097,0.8420404273508737,0.2008827687742852,0.16186590983448698,0.2846435052503215,0.02766866796516604,-4.280506656887111,182926,indie,artist_00048,24.13786318952696
track_0000049,152.8022987437411,0.25911767006955005,0.33533188265340613,0.5684766142312175,0.3083187222115359,0.02396832816195252,0.397718192349904,0.12641115008333018,-11.64810410523162,218189,pop,artist_00049,20.10687883993879
track_0000050,119.79408582344804,0.3963187791771271,0.8652405518473897,0.7417449353707289,0.5916675584403897,0.09612711412029774,0.19783300933324904,0.07957786537824882,-11.422533769636587,347410,rock,artist_00050,53.33330318327793
track_0000051,153.97894068026395,0.3551549085606805,0.43029709012790357,0.6653566277916813,0.4705773685675672,0.05408148412108861,0.3832847300670443,0.15042177624614686,-10.107068398878395,295601,jazz,artist_00051,51.51791319813535
track_0000052,116.28258939719449,0.5529941478638402,0.30230108988943966,0.635788369356691,0.34027290733627225,0.03439002358020555,0.055321907547121886,0.14513358952874314,-11.081664539906967,354657,rock,artist_00052,13.882776448067593
